commodity,attribute,attribute_id,unit,n_rows,additive_across_countries
"Oil, Soybean",Total Distribution,178,(1000 MT),4822,True
"Oil, Soybean",Total Supply,086,(1000 MT),4822,True
"Oil, Soybean (Local)",Beginning Stocks,020,(1000 MT),189,True
"Oil, Soybean (Local)",Crush,007,(1000 MT),189,True
"Oil, Soybean (Local)",Domestic Consumption,125,(1000 MT),189,True
"Oil, Soybean (Local)",Ending Stocks,176,(1000 MT),189,True
"Oil, Soybean (Local)",Exports,088,(1000 MT),189,True
"Oil, Soybean (Local)","Extr. Rate, 999.9999",181,(PERCENT),126,False
"Oil, Soybean (Local)",Feed Waste Dom. Cons.,161,(1000 MT),189,True
"Oil, Soybean (Local)",Food Use Dom. Cons.,149,(1000 MT),189,True
"Oil, Soybean (Local)",Imports,057,(1000 MT),189,True
"Oil, Soybean (Local)",Industrial Dom. Cons.,140,(1000 MT),189,True
"Oil, Soybean (Local)",Production,028,(1000 MT),189,True
"Oil, Soybean (Local)",Total Distribution,178,(1000 MT),189,True
"Oil, Soybean (Local)",Total Supply,086,(1000 MT),189,True
"Oil, Sunflowerseed",Beginning Stocks,020,(1000 MT),2729,True
"Oil, Sunflowerseed",Crush,007,(1000 MT),2729,True
"Oil, Sunflowerseed",Domestic Consumption,125,(1000 MT),2729,True
"Oil, Sunflowerseed",Ending Stocks,176,(1000 MT),2729,True
"Oil, Sunflowerseed",Exports,088,(1000 MT),2729,True
"Oil, Sunflowerseed","Extr. Rate, 999.9999",181,(PERCENT),2666,False
"Oil, Sunflowerseed",Feed Waste Dom. Cons.,161,(1000 MT),2729,True
"Oil, Sunflowerseed",Food Use Dom. Cons.,149,(1000 MT),2729,True
"Oil, Sunflowerseed",Imports,057,(1000 MT),2729,True
"Oil, Sunflowerseed",Industrial Dom. Cons.,140,(1000 MT),2729,True
"Oil, Sunflowerseed",Production,028,(1000 MT),2729,True
"Oil, Sunflowerseed",Total Distribution,178,(1000 MT),2729,True
"Oil, Sunflowerseed",Total Supply,086,(1000 MT),2729,True
"Oilseed, Copra",Beginning Stocks,020,(1000 MT),1915,True
"Oilseed, Copra",Crush,007,(1000 MT),1915,True
"Oilseed, Copra",Domestic Consumption,125,(1000 MT),1915,True
"Oilseed, Copra",Ending Stocks,176,(1000 MT),1915,True
"Oilseed, Copra",Exports,088,(1000 MT),1915,True
"Oilseed, Copra",Feed Waste Dom. Cons.,161,(1000 MT),1915,True
"Oilseed, Copra",Food Use Dom. Cons.,149,(1000 MT),1915,True
"Oilseed, Copra",Imports,057,(1000 MT),1915,True
"Oilseed, Copra",Production,028,(1000 MT),1915,True
"Oilseed, Copra",Total Distribution,178,(1000 MT),1915,True
"Oilseed, Copra",Total Supply,086,(1000 MT),1915,True
"Oilseed, Copra",Yield,184,(MT/HA),1852,False
"Oilseed, Cottonseed",Area Harvested,004,(1000 HA),2402,True
"Oilseed, Cottonseed",Beginning Stocks,020,(1000 MT),2402,True
"Oilseed, Cottonseed",Crush,007,(1000 MT),2402,True
"Oilseed, Cottonseed",Domestic Consumption,125,(1000 MT),2402,True
"Oilseed, Cottonseed",Ending Stocks,176,(1000 MT),2402,True
"Oilseed, Cottonseed",Exports,088,(1000 MT),2402,True
"Oilseed, Cottonseed",Feed Waste Dom. Cons.,161,(1000 MT),2402,True
"Oilseed, Cottonseed",Food Use Dom. Cons.,149,(1000 MT),2402,True
"Oilseed, Cottonseed",Imports,057,(1000 MT),2402,True
"Oilseed, Cottonseed",Production,028,(1000 MT),2402,True
"Oilseed, Cottonseed",Seed to Lint Ratio,183,(RATIO),2341,False
"Oilseed, Cottonseed",Total Distribution,178,(1000 MT),2402,True
"Oilseed, Cottonseed",Total Supply,086,(1000 MT),2402,True
"Oilseed, Cottonseed",Yield,184,(MT/HA),2341,False
"Oilseed, Palm Kernel",Beginning Stocks,020,(1000 MT),1819,True
"Oilseed, Palm Kernel",Crush,007,(1000 MT),1819,True
"Oilseed, Palm Kernel",Domestic Consumption,125,(1000 MT),1819,True
"Oilseed, Palm Kernel",Ending Stocks,176,(1000 MT),1819,True
"Oilseed, Palm Kernel",Exports,088,(1000 MT),1819,True
"Oilseed, Palm Kernel",Feed Waste Dom. Cons.,161,(1000 MT),1819,True
"Oilseed, Palm Kernel",Food Use Dom. Cons.,149,(1000 MT),1819,True
"Oilseed, Palm Kernel",Imports,057,(1000 MT),1819,True
"Oilseed, Palm Kernel",Production,028,(1000 MT),1819,True
"Oilseed, Palm Kernel",Total Distribution,178,(1000 MT),1819,True
"Oilseed, Palm Kernel",Total Supply,086,(1000 MT),1819,True
"Oilseed, Palm Kernel",Yield,184,(MT/HA),1752,False
"Oilseed, Peanut",Area Harvested,004,(1000 HA),3090,True
"Oilseed, Peanut",Beginning Stocks,020,(1000 MT),3090,True
"Oilseed, Peanut",Crush,007,(1000 MT),3090,True
"Oilseed, Peanut",Domestic Consumption,125,(1000 MT),3090,True
"Oilseed, Peanut",Ending Stocks,176,(1000 MT),3090,True
"Oilseed, Peanut",Exports,088,(1000 MT),3090,True
"Oilseed, Peanut",Feed Waste Dom. Cons.,161,(1000 MT),3090,True
"Oilseed, Peanut",Food Use Dom. Cons.,149,(1000 MT),3090,True
"Oilseed, Peanut",Imports,057,(1000 MT),3090,True
"Oilseed, Peanut",Production,028,(1000 MT),3090,True
"Oilseed, Peanut",Total Distribution,178,(1000 MT),3090,True
"Oilseed, Peanut",Total Supply,086,(1000 MT),3090,True
"Oilseed, Peanut",Yield,184,(MT/HA),3035,False
"Oilseed, Rapeseed",Area Harvested,004,(1000 HA),1994,True
"Oilseed, Rapeseed",Beginning Stocks,020,(1000 MT),1994,True
"Oilseed, Rapeseed",Crush,007,(1000 MT),1994,True
"Oilseed, Rapeseed",Domestic Consumption,125,(1000 MT),1994,True
"Oilseed, Rapeseed",Ending Stocks,176,(1000 MT),1994,True
"Oilseed, Rapeseed",Exports,088,(1000 MT),1994,True
"Oilseed, Rapeseed",Feed Waste Dom. Cons.,161,(1000 MT),1994,True
"Oilseed, Rapeseed",Food Use Dom. Cons.,149,(1000 MT),1994,True
"Oilseed, Rapeseed",Imports,057,(1000 MT),1994,True
"Oilseed, Rapeseed",Production,028,(1000 MT),1994,True
"Oilseed, Rapeseed",Total Distribution,178,(1000 MT),1994,True
"Oilseed, Rapeseed",Total Supply,086,(1000 MT),1994,True
"Oilseed, Rapeseed",Yield,184,(MT/HA),1931,False
"Oilseed, Soybean",Area Harvested,004,(1000 HA),3871,True
"Oilseed, Soybean",Beginning Stocks,020,(1000 MT),3871,True
"Oilseed, Soybean",Crush,007,(1000 MT),3871,True
"Oilseed, Soybean",Domestic Consumption,125,(1000 MT),3871,True
"Oilseed, Soybean",Ending Stocks,176,(1000 MT),3871,True
"Oilseed, Soybean",Exports,088,(1000 MT),3871,True
"Oilseed, Soybean",Feed Waste Dom. Cons.,161,(1000 MT),3871,True
"Oilseed, Soybean",Food Use Dom. Cons.,149,(1000 MT),3871,True
"Oilseed, Soybean",Imports,057,(1000 MT),3871,True
"Oilseed, Soybean",Production,028,(1000 MT),3871,True
"Oilseed, Soybean",Total Distribution,178,(1000 MT),3871,True
"Oilseed, Soybean",Total Supply,086,(1000 MT),3871,True
"Oilseed, Soybean",Yield,184,(MT/HA),3808,False
"Oilseed, Soybean (Local)",Area Harvested,004,(1000 HA),189,True
"Oilseed, Soybean (Local)",Beginning Stocks,020,(1000 MT),189,True
"Oilseed, Soybean (Local)",Crush,007,(1000 MT),189,True
"Oilseed, Soybean (Local)",Domestic Consumption,125,(1000 MT),189,True
"Oilseed, Soybean (Local)",Ending Stocks,176,(1000 MT),189,True
"Oilseed, Soybean (Local)",Exports,088,(1000 MT),189,True
"Oilseed, Soybean (Local)",Feed Waste Dom. Cons.,161,(1000 MT),189,True
"Oilseed, Soybean (Local)",Food Use Dom. Cons.,149,(1000 MT),189,True
"Oilseed, Soybean (Local)",Imports,057,(1000 MT),189,True
"Oilseed, Soybean (Local)",Production,028,(1000 MT),189,True
"Oilseed, Soybean (Local)",Total Distribution,178,(1000 MT),189,True
"Oilseed, Soybean (Local)",Total Supply,086,(1000 MT),189,True
"Oilseed, Soybean (Local)",Yield,184,(MT/HA),126,False
"Oilseed, Sunflowerseed",Area Harvested,004,(1000 HA),2038,True
"Oilseed, Sunflowerseed",Beginning Stocks,020,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Crush,007,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Domestic Consumption,125,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Ending Stocks,176,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Exports,088,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Feed Waste Dom. Cons.,161,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Food Use Dom. Cons.,149,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Imports,057,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Production,028,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Total Distribution,178,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Total Supply,086,(1000 MT),2038,True
"Oilseed, Sunflowerseed",Yield,184,(MT/HA),1975,False
"Poultry, Meat, Broiler",Annual % Change Per Cap. Cons.,220,(PERCENT),977,False
"Poultry, Meat, Broiler",Beginning Stocks,020,(1000 MT),2526,True
"Poultry, Meat, Broiler",Domestic Consumption,125,(1000 MT),2526,True
"Poultry, Meat, Broiler",Ending Stocks,176,(1000 MT),2526,True
"Poultry, Meat, Broiler",Exports,088,(1000 MT),2526,True
"Poultry, Meat, Broiler",Imports,057,(1000 MT),2526,True
"Poultry, Meat, Broiler",Production,028,(1000 MT),2526,True
"Poultry, Meat, Broiler",Total Distribution,178,(1000 MT),2526,True
"Poultry, Meat, Broiler",Total Supply,086,(1000 MT),2526,True
"Poultry, Meat, Broiler",Total Use,174,(1000 MT),2526,True
"Rice, Milled",Area Harvested,004,(1000 HA),7683,True
"Rice, Milled",Beginning Stocks,020,(1000 MT),7683,True
"Rice, Milled",Domestic Consumption,125,(1000 MT),7683,True
"Rice, Milled",Ending Stocks,176,(1000 MT),7683,True
"Rice, Milled",Exports,088,(1000 MT),7683,True
"Rice, Milled",Imports,057,(1000 MT),7683,True
"Rice, Milled",Milling Rate (.9999),182,(1000 MT),7616,False
"Rice, Milled",Production,028,(1000 MT),7683,True
"Rice, Milled",Rough Production,054,(1000 MT),7683,True
"Rice, Milled",TY Exports,113,(1000 MT),7683,True
"Rice, Milled",TY Imp. from U.S.,084,(1000 MT),7683,True
"Rice, Milled",TY Imports,081,(1000 MT),7683,True
"Rice, Milled",Total Distribution,178,(1000 MT),7683,True
"Rice, Milled",Total Supply,086,(1000 MT),7683,True
"Rice, Milled",Yield,184,(MT/HA),7616,False
Rye,Area Harvested,004,(1000 HA),1632,True
Rye,Beginning Stocks,020,(1000 MT),1632,True
Rye,Domestic Consumption,125,(1000 MT),1632,True
Rye,Ending Stocks,176,(1000 MT),1632,True
Rye,Exports,088,(1000 MT),1632,True
Rye,FSI Consumption,192,(1000 MT),1632,True
Rye,Feed Dom. Consumption,130,(1000 MT),1632,True
Rye,Imports,057,(1000 MT),1632,True
Rye,Production,028,(1000 MT),1632,True
Rye,TY Exports,113,(1000 MT),1632,True
Rye,TY Imp. from U.S.,084,(1000 MT),1632,True
Rye,TY Imports,081,(1000 MT),1632,True
Rye,Total Distribution,178,(1000 MT),1632,True
Rye,Total Supply,086,(1000 MT),1632,True
Rye,Yield,184,(MT/HA),1565,False
Sorghum,Area Harvested,004,(1000 HA),4332,True
Sorghum,Beginning Stocks,020,(1000 MT),4332,True
Sorghum,Domestic Consumption,125,(1000 MT),4332,True
Sorghum,Ending Stocks,176,(1000 MT),4332,True
Sorghum,Exports,088,(1000 MT),4332,True
Sorghum,FSI Consumption,192,(1000 MT),4332,True
Sorghum,Feed Dom. Consumption,130,(1000 MT),4332,True
Sorghum,Imports,057,(1000 MT),4332,True
Sorghum,Production,028,(1000 MT),4332,True
Sorghum,TY Exports,113,(1000 MT),4332,True
Sorghum,TY Imp. from U.S.,084,(1000 MT),4332,True
Sorghum,TY Imports,081,(1000 MT),4332,True
Sorghum,Total Distribution,178,(1000 MT),4332,True
Sorghum,Total Supply,086,(1000 MT),4332,True
Sorghum,Yield,184,(MT/HA),4265,False
"Sugar, Centrifugal",Beet Sugar Production,030,(1000 MT),9568,True
"Sugar, Centrifugal",Beginning Stocks,020,(1000 MT),9568,True
"Sugar, Centrifugal",Cane Sugar Production,043,(1000 MT),9568,True
"Sugar, Centrifugal",Ending Stocks,176,(1000 MT),9568,True
"Sugar, Centrifugal",Exports,088,(1000 MT),9568,True
"Sugar, Centrifugal",Human Dom. Consumption,139,(1000 MT),9568,True
"Sugar, Centrifugal",Imports,057,(1000 MT),9568,True
"Sugar, Centrifugal",Other Disappearance,151,(1000 MT),9568,True
"Sugar, Centrifugal",Production,028,(1000 MT),9568,True
"Sugar, Centrifugal",Raw Exports,089,(1000 MT),9568,True
"Sugar, Centrifugal",Raw Imports,064,(1000 MT),9568,True
"Sugar, Centrifugal",Refined Exp.(Raw Val),099,(1000 MT),9568,True
"Sugar, Centrifugal",Refined Imp.(Raw Val),074,(1000 MT),9568,True
"Sugar, Centrifugal",Total Disappearance,126,(1000 MT),9568,True
"Sugar, Centrifugal",Total Distribution,178,(1000 MT),9568,True
"Sugar, Centrifugal",Total Supply,086,(1000 MT),9568,True
Wheat,Area Harvested,004,(1000 HA),7821,True
Wheat,Beginning Stocks,020,(1000 MT),7821,True
Wheat,Domestic Consumption,125,(1000 MT),7821,True
Wheat,Ending Stocks,176,(1000 MT),7821,True
Wheat,Exports,088,(1000 MT),7821,True
Wheat,FSI Consumption,192,(1000 MT),7821,True
Wheat,Feed Dom. Consumption,130,(1000 MT),7821,True
Wheat,Imports,057,(1000 MT),7821,True
Wheat,Production,028,(1000 MT),7821,True
Wheat,TY Exports,113,(1000 MT),7821,True
Wheat,TY Imp. from U.S.,084,(1000 MT),7821,True
Wheat,TY Imports,081,(1000 MT),7821,True
Wheat,Total Distribution,178,(1000 MT),7821,True
Wheat,Total Supply,086,(1000 MT),7821,True
Wheat,Yield,184,(MT/HA),7754,False
